apim-openai-dev-swc.unique.azure-api.net
apim-openai-eastus-100.unique.configuration.azure-api.net
apim-openai-eastus-100.unique.data.azure-api.net
apim-openai-eastus-100.unique.developer.azure-api.net
apim-openai-eastus-100.unique.management.azure-api.net
apim-openai-eastus-100.unique.portal.azure-api.net
apim-openai-eastus-100.unique.scm.azure-api.net
apim-openai-eus-08-eastus-01.regional.azure-api.net
apim-openai-eus-08-eastus-01.unique.regional.azure-api.net
apim-openai-eus-08.azure-api.net
apim-openai-eus-08.configuration.azure-api.net
apim-openai-eus-08.data.azure-api.net
apim-openai-eus-08.developer.azure-api.net
apim-openai-eus-08.management.azure-api.net
apim-openai-eus-08.portal-editor.azure-api.net
apim-openai-eus-08.portal.azure-api.net
apim-openai-eus-08.scm.azure-api.net
apim-openai-eus-08.unique.azure-api.net
apim-openai-eus-08.unique.configuration.azure-api.net
apim-openai-eus-08.unique.data.azure-api.net
apim-openai-eus-08.unique.developer.azure-api.net
apim-openai-eus-08.unique.management.azure-api.net
apim-openai-eus-08.unique.portal.azure-api.net
apim-openai-eus-08.unique.scm.azure-api.net
apim-openai-eus-10-eastus-01.regional.azure-api.net
apim-openai-eus-10-eastus-01.unique.regional.azure-api.net
apim-openai-eus-10.azure-api.net
apim-openai-eus-10.configuration.azure-api.net
apim-openai-eus-10.data.azure-api.net
apim-openai-eus-10.developer.azure-api.net
apim-openai-eus-10.management.azure-api.net
apim-openai-eus-10.portal-editor.azure-api.net
apim-openai-eus-10.portal.azure-api.net
apim-openai-eus-10.scm.azure-api.net
apim-openai-eus-10.unique.azure-api.net
apim-openai-eus-10.unique.configuration.azure-api.net
apim-openai-eus-10.unique.data.azure-api.net
apim-openai-eus-10.unique.developer.azure-api.net
apim-openai-eus-10.unique.management.azure-api.net
apim-openai-eus-10.unique.portal.azure-api.net
apim-openai-eus-10.unique.scm.azure-api.net
apim-openai-eus2-01-eastus2-01.regional.azure-api.net
apim-openai-eus2-01-eastus2-01.unique.regional.azure-api.net
apim-openai-eus2-01.azure-api.net
apim-openai-eus2-01.configuration.azure-api.net
apim-openai-eus2-01.data.azure-api.net
apim-openai-eus2-01.developer.azure-api.net
apim-openai-eus2-01.management.azure-api.net
apim-openai-eus2-01.portal-editor.azure-api.net
apim-openai-eus2-01.portal.azure-api.net
apim-openai-eus2-01.scm.azure-api.net
apim-openai-eus2-01.unique.azure-api.net
apim-openai-eus2-01.unique.configuration.azure-api.net
apim-openai-eus2-01.unique.data.azure-api.net
apim-openai-eus2-01.unique.developer.azure-api.net
apim-openai-eus2-01.unique.management.azure-api.net
apim-openai-eus2-01.unique.portal.azure-api.net
apim-openai-eus2-01.unique.scm.azure-api.net
apim-openai-eus2-02-eastus2-01.regional.azure-api.net
apim-openai-eus2-02-eastus2-01.unique.regional.azure-api.net
apim-openai-eus2-02.azure-api.net
apim-openai-eus2-02.configuration.azure-api.net
apim-openai-eus2-02.data.azure-api.net
apim-openai-eus2-02.developer.azure-api.net
apim-openai-eus2-02.management.azure-api.net
apim-openai-eus2-02.portal-editor.azure-api.net
apim-openai-eus2-02.portal.azure-api.net
apim-openai-eus2-02.scm.azure-api.net
apim-openai-eus2-02.unique.azure-api.net
apim-openai-eus2-02.unique.configuration.azure-api.net
apim-openai-eus2-02.unique.data.azure-api.net
apim-openai-eus2-02.unique.developer.azure-api.net
apim-openai-eus2-02.unique.management.azure-api.net
apim-openai-eus2-02.unique.portal.azure-api.net
apim-openai-eus2-02.unique.scm.azure-api.net
apim-openai-eus2-06-eastus2-01.regional.azure-api.net
apim-openai-eus2-06-eastus2-01.unique.regional.azure-api.net
apim-openai-eus2-06.azure-api.net
apim-openai-eus2-06.configuration.azure-api.net
apim-openai-eus2-06.data.azure-api.net
apim-openai-eus2-06.developer.azure-api.net
apim-openai-eus2-06.management.azure-api.net
apim-openai-eus2-06.portal-editor.azure-api.net
apim-openai-eus2-06.portal.azure-api.net
apim-openai-eus2-06.scm.azure-api.net
apim-openai-eus2-06.unique.azure-api.net
apim-openai-eus2-06.unique.configuration.azure-api.net
apim-openai-eus2-06.unique.data.azure-api.net
apim-openai-eus2-06.unique.developer.azure-api.net
apim-openai-eus2-06.unique.management.azure-api.net
apim-openai-eus2-06.unique.portal.azure-api.net
apim-openai-eus2-06.unique.scm.azure-api.net
apim-openai-eus2-07-eastus2-01.regional.azure-api.net
apim-openai-eus2-07-eastus2-01.unique.regional.azure-api.net
apim-openai-eus2-07.azure-api.net
apim-openai-eus2-07.configuration.azure-api.net
apim-openai-eus2-07.data.azure-api.net
apim-openai-eus2-07.developer.azure-api.net
apim-openai-eus2-07.management.azure-api.net
apim-openai-eus2-07.portal-editor.azure-api.net
apim-openai-eus2-07.portal.azure-api.net
apim-openai-eus2-07.scm.azure-api.net
apim-openai-eus2-07.unique.azure-api.net
apim-openai-eus2-07.unique.configuration.azure-api.net
apim-openai-eus2-07.unique.data.azure-api.net
apim-openai-eus2-07.unique.developer.azure-api.net
apim-openai-eus2-07.unique.management.azure-api.net
apim-openai-eus2-07.unique.portal.azure-api.net
apim-openai-eus2-07.unique.scm.azure-api.net
apim-openai-eus2-eastus2-01.regional.azure-api.net
apim-openai-eus2-eastus2-01.unique.regional.azure-api.net
apim-openai-eus2.azure-api.net
apim-openai-eus2.configuration.azure-api.net
apim-openai-eus2.data.azure-api.net
apim-openai-eus2.developer.azure-api.net
apim-openai-eus2.management.azure-api.net
apim-openai-eus2.portal-editor.azure-api.net
apim-openai-eus2.portal.azure-api.net
apim-openai-eus2.scm.azure-api.net
apim-openai-eus2.unique.azure-api.net
apim-openai-eus2.unique.configuration.azure-api.net
apim-openai-eus2.unique.data.azure-api.net
apim-openai-eus2.unique.developer.azure-api.net
apim-openai-eus2.unique.management.azure-api.net
apim-openai-eus2.unique.portal.azure-api.net
apim-openai-eus2.unique.scm.azure-api.net
apim-openai-ex-eastus2-eastus2-01.regional.azure-api.net
apim-openai-ex-eastus2-eastus2-01.unique.regional.azure-api.net
apim-openai-ex-eastus2.azure-api.net
apim-openai-ex-eastus2.configuration.azure-api.net
apim-openai-ex-eastus2.data.azure-api.net
apim-openai-ex-eastus2.developer.azure-api.net
apim-openai-ex-eastus2.management.azure-api.net
apim-openai-ex-eastus2.portal-editor.azure-api.net
apim-openai-ex-eastus2.portal.azure-api.net
apim-openai-ex-eastus2.scm.azure-api.net
apim-openai-ex-eastus2.unique.azure-api.net
apim-openai-ex-eastus2.unique.configuration.azure-api.net
apim-openai-ex-eastus2.unique.data.azure-api.net
apim-openai-ex-eastus2.unique.developer.azure-api.net
apim-openai-ex-eastus2.unique.management.azure-api.net
apim-openai-ex-eastus2.unique.portal.azure-api.net
apim-openai-ex-eastus2.unique.scm.azure-api.net
apim-openai-felihong-westeurope-01.regional.azure-api.net
apim-openai-felihong-westeurope-01.unique.regional.azure-api.net
apim-openai-felihong.azure-api.net
apim-openai-felihong.configuration.azure-api.net
apim-openai-felihong.data.azure-api.net
apim-openai-felihong.developer.azure-api.net
apim-openai-felihong.management.azure-api.net
apim-openai-felihong.portal-editor.azure-api.net
apim-openai-felihong.portal.azure-api.net
apim-openai-felihong.scm.azure-api.net
apim-openai-felihong.unique.azure-api.net
apim-openai-felihong.unique.configuration.azure-api.net
apim-openai-felihong.unique.data.azure-api.net
apim-openai-felihong.unique.developer.azure-api.net
apim-openai-felihong.unique.management.azure-api.net
apim-openai-felihong.unique.portal.azure-api.net
apim-openai-felihong.unique.scm.azure-api.net
apim-openai-fka7oefd7ayio-japaneast-01.regional.azure-api.net
apim-openai-fka7oefd7ayio-japaneast-01.unique.regional.azure-api.net
apim-openai-fka7oefd7ayio.azure-api.net
apim-openai-fka7oefd7ayio.configuration.azure-api.net
apim-openai-fka7oefd7ayio.data.azure-api.net
apim-openai-fka7oefd7ayio.developer.azure-api.net
apim-openai-fka7oefd7ayio.management.azure-api.net
apim-openai-fka7oefd7ayio.portal-editor.azure-api.net
apim-openai-fka7oefd7ayio.portal.azure-api.net
apim-openai-fka7oefd7ayio.scm.azure-api.net
apim-openai-fka7oefd7ayio.unique.azure-api.net
apim-openai-fka7oefd7ayio.unique.configuration.azure-api.net
apim-openai-fka7oefd7ayio.unique.data.azure-api.net
apim-openai-fka7oefd7ayio.unique.developer.azure-api.net
apim-openai-fka7oefd7ayio.unique.management.azure-api.net
apim-openai-fka7oefd7ayio.unique.portal.azure-api.net
apim-openai-fka7oefd7ayio.unique.scm.azure-api.net
apim-openai-g53pobgefqzr6-japaneast-01.regional.azure-api.net
apim-openai-g53pobgefqzr6-japaneast-01.unique.regional.azure-api.net
apim-openai-g53pobgefqzr6.azure-api.net
apim-openai-g53pobgefqzr6.configuration.azure-api.net
apim-openai-g53pobgefqzr6.data.azure-api.net
apim-openai-g53pobgefqzr6.developer.azure-api.net
apim-openai-g53pobgefqzr6.management.azure-api.net
apim-openai-g53pobgefqzr6.portal-editor.azure-api.net
apim-openai-g53pobgefqzr6.portal.azure-api.net
apim-openai-g53pobgefqzr6.scm.azure-api.net
apim-openai-g53pobgefqzr6.unique.azure-api.net
apim-openai-g53pobgefqzr6.unique.configuration.azure-api.net
apim-openai-g53pobgefqzr6.unique.data.azure-api.net
apim-openai-g53pobgefqzr6.unique.developer.azure-api.net
apim-openai-g53pobgefqzr6.unique.management.azure-api.net
apim-openai-g53pobgefqzr6.unique.portal.azure-api.net
apim-openai-g53pobgefqzr6.unique.scm.azure-api.net
apim-openai-gjzujihc7by44-japaneast-01.regional.azure-api.net
apim-openai-gjzujihc7by44-japaneast-01.unique.regional.azure-api.net
apim-openai-gjzujihc7by44.azure-api.net
apim-openai-gjzujihc7by44.configuration.azure-api.net
apim-openai-gjzujihc7by44.data.azure-api.net
apim-openai-gjzujihc7by44.developer.azure-api.net
apim-openai-gjzujihc7by44.management.azure-api.net
apim-openai-gjzujihc7by44.portal-editor.azure-api.net
apim-openai-gjzujihc7by44.portal.azure-api.net
apim-openai-gjzujihc7by44.scm.azure-api.net
apim-openai-gjzujihc7by44.unique.azure-api.net
apim-openai-gjzujihc7by44.unique.configuration.azure-api.net
apim-openai-gjzujihc7by44.unique.data.azure-api.net
apim-openai-gjzujihc7by44.unique.developer.azure-api.net
apim-openai-gjzujihc7by44.unique.management.azure-api.net
apim-openai-gjzujihc7by44.unique.portal.azure-api.net
apim-openai-gjzujihc7by44.unique.scm.azure-api.net
apim-openai-gpt-35-turbo-1106-eastus-01.regional.azure-api.net
apim-openai-gpt-35-turbo-1106-eastus-01.unique.regional.azure-api.net
apim-openai-gpt-35-turbo-1106.azure-api.net
apim-openai-gpt-35-turbo-1106.configuration.azure-api.net
apim-openai-gpt-35-turbo-1106.data.azure-api.net
apim-openai-gpt-35-turbo-1106.developer.azure-api.net
apim-openai-gpt-35-turbo-1106.management.azure-api.net
apim-openai-gpt-35-turbo-1106.portal-editor.azure-api.net
apim-openai-gpt-35-turbo-1106.portal.azure-api.net
apim-openai-gpt-35-turbo-1106.scm.azure-api.net
apim-openai-gpt-35-turbo-1106.unique.azure-api.net
apim-openai-gpt-35-turbo-1106.unique.configuration.azure-api.net
apim-openai-gpt-35-turbo-1106.unique.data.azure-api.net
apim-openai-gpt-35-turbo-1106.unique.developer.azure-api.net
apim-openai-gpt-35-turbo-1106.unique.management.azure-api.net
apim-openai-gpt-35-turbo-1106.unique.portal.azure-api.net
apim-openai-gpt-35-turbo-1106.unique.scm.azure-api.net
apim-openai-gpt-4-1106-eastus-01.regional.azure-api.net
apim-openai-gpt-4-1106-eastus-01.unique.regional.azure-api.net
apim-openai-gpt-4-1106.azure-api.net
apim-openai-gpt-4-1106.configuration.azure-api.net
apim-openai-gpt-4-1106.data.azure-api.net
apim-openai-gpt-4-1106.developer.azure-api.net
apim-openai-gpt-4-1106.management.azure-api.net
apim-openai-gpt-4-1106.portal-editor.azure-api.net
apim-openai-gpt-4-1106.portal.azure-api.net
apim-openai-gpt-4-1106.scm.azure-api.net
apim-openai-gpt-4-1106.unique.azure-api.net
apim-openai-gpt-4-1106.unique.configuration.azure-api.net
apim-openai-gpt-4-1106.unique.data.azure-api.net
apim-openai-gpt-4-1106.unique.developer.azure-api.net
apim-openai-gpt-4-1106.unique.management.azure-api.net
apim-openai-gpt-4-1106.unique.portal.azure-api.net
apim-openai-gpt-4-1106.unique.scm.azure-api.net
apim-openai-gpt-4-32k-eastus-01.regional.azure-api.net
apim-openai-gpt-4-32k-eastus-01.unique.regional.azure-api.net
apim-openai-gpt-4-32k.azure-api.net
apim-openai-gpt-4-32k.configuration.azure-api.net
apim-openai-gpt-4-32k.data.azure-api.net
apim-openai-gpt-4-32k.developer.azure-api.net
apim-openai-gpt-4-32k.management.azure-api.net
apim-openai-gpt-4-32k.portal-editor.azure-api.net
apim-openai-gpt-4-32k.portal.azure-api.net
apim-openai-gpt-4-32k.scm.azure-api.net
apim-openai-gpt-4-32k.unique.azure-api.net
apim-openai-gpt-4-32k.unique.configuration.azure-api.net
apim-openai-gpt-4-32k.unique.data.azure-api.net
apim-openai-gpt-4-32k.unique.developer.azure-api.net
apim-openai-gpt-4-32k.unique.management.azure-api.net
apim-openai-gpt-4-32k.unique.portal.azure-api.net
apim-openai-gpt-4-32k.unique.scm.azure-api.net
apim-openai-gpt-4o-eastus2-01.regional.azure-api.net
apim-openai-gpt-4o-eastus2-01.unique.regional.azure-api.net
apim-openai-gpt-4o.azure-api.net
apim-openai-gpt-4o.configuration.azure-api.net
apim-openai-gpt-4o.data.azure-api.net
apim-openai-gpt-4o.developer.azure-api.net
apim-openai-gpt-4o.management.azure-api.net
apim-openai-gpt-4o.portal-editor.azure-api.net
apim-openai-gpt-4o.portal.azure-api.net
apim-openai-gpt-4o.scm.azure-api.net
apim-openai-gpt-4o.unique.azure-api.net
apim-openai-gpt-4o.unique.configuration.azure-api.net
apim-openai-gpt-4o.unique.data.azure-api.net
apim-openai-gpt-4o.unique.developer.azure-api.net
apim-openai-gpt-4o.unique.management.azure-api.net
apim-openai-gpt-4o.unique.portal.azure-api.net
apim-openai-gpt-4o.unique.scm.azure-api.net
apim-openai-gpt4-vision-eastus-01.regional.azure-api.net
apim-openai-gpt4-vision-eastus-01.unique.regional.azure-api.net
apim-openai-gpt4-vision.azure-api.net
apim-openai-gpt4-vision.configuration.azure-api.net
apim-openai-gpt4-vision.data.azure-api.net
apim-openai-gpt4-vision.developer.azure-api.net
apim-openai-gpt4-vision.management.azure-api.net
apim-openai-gpt4-vision.portal-editor.azure-api.net
apim-openai-gpt4-vision.portal.azure-api.net
apim-openai-gpt4-vision.scm.azure-api.net
apim-openai-gpt4-vision.unique.azure-api.net
apim-openai-gpt4-vision.unique.configuration.azure-api.net
apim-openai-gpt4-vision.unique.data.azure-api.net
apim-openai-gpt4-vision.unique.developer.azure-api.net
apim-openai-gpt4-vision.unique.management.azure-api.net
apim-openai-gpt4-vision.unique.portal.azure-api.net
apim-openai-gpt4-vision.unique.scm.azure-api.net
apim-openai-gqb5z24pljsso-japaneast-01.regional.azure-api.net
apim-openai-gqb5z24pljsso-japaneast-01.unique.regional.azure-api.net
apim-openai-gqb5z24pljsso.azure-api.net
apim-openai-gqb5z24pljsso.configuration.azure-api.net
apim-openai-gqb5z24pljsso.data.azure-api.net
apim-openai-gqb5z24pljsso.developer.azure-api.net
apim-openai-gqb5z24pljsso.management.azure-api.net
apim-openai-gqb5z24pljsso.portal-editor.azure-api.net
apim-openai-gqb5z24pljsso.portal.azure-api.net
apim-openai-gqb5z24pljsso.scm.azure-api.net
apim-openai-gqb5z24pljsso.unique.azure-api.net
apim-openai-gqb5z24pljsso.unique.configuration.azure-api.net
apim-openai-gqb5z24pljsso.unique.data.azure-api.net
apim-openai-gqb5z24pljsso.unique.developer.azure-api.net
apim-openai-gqb5z24pljsso.unique.management.azure-api.net
apim-openai-gqb5z24pljsso.unique.portal.azure-api.net
apim-openai-gqb5z24pljsso.unique.scm.azure-api.net
apim-openai-greenscale-ai-japaneast-01.regional.azure-api.net
apim-openai-greenscale-ai-japaneast-01.unique.regional.azure-api.net
apim-openai-greenscale-ai.azure-api.net
apim-openai-greenscale-ai.configuration.azure-api.net
apim-openai-greenscale-ai.data.azure-api.net
apim-openai-greenscale-ai.developer.azure-api.net
apim-openai-greenscale-ai.management.azure-api.net
apim-openai-greenscale-ai.portal-editor.azure-api.net
apim-openai-greenscale-ai.portal.azure-api.net
apim-openai-greenscale-ai.scm.azure-api.net
apim-openai-greenscale-ai.unique.azure-api.net
apim-openai-greenscale-ai.unique.configuration.azure-api.net
apim-openai-greenscale-ai.unique.data.azure-api.net
apim-openai-greenscale-ai.unique.developer.azure-api.net
apim-openai-greenscale-ai.unique.management.azure-api.net
apim-openai-greenscale-ai.unique.portal.azure-api.net
apim-openai-greenscale-ai.unique.scm.azure-api.net
apim-openai-h37vfkblffmqo-japaneast-01.regional.azure-api.net
apim-openai-h37vfkblffmqo-japaneast-01.unique.regional.azure-api.net
apim-openai-h37vfkblffmqo.azure-api.net
apim-openai-h37vfkblffmqo.configuration.azure-api.net
apim-openai-h37vfkblffmqo.data.azure-api.net
apim-openai-h37vfkblffmqo.developer.azure-api.net
apim-openai-h37vfkblffmqo.management.azure-api.net
apim-openai-h37vfkblffmqo.portal-editor.azure-api.net
apim-openai-h37vfkblffmqo.portal.azure-api.net
apim-openai-h37vfkblffmqo.scm.azure-api.net
apim-openai-h37vfkblffmqo.unique.azure-api.net
apim-openai-h37vfkblffmqo.unique.configuration.azure-api.net
apim-openai-h37vfkblffmqo.unique.data.azure-api.net
apim-openai-h37vfkblffmqo.unique.developer.azure-api.net
apim-openai-h37vfkblffmqo.unique.management.azure-api.net
apim-openai-h37vfkblffmqo.unique.portal.azure-api.net
apim-openai-h37vfkblffmqo.unique.scm.azure-api.net
apim-openai-heqdx-koreasouth-01.regional.azure-api.net
apim-openai-heqdx-koreasouth-01.unique.regional.azure-api.net
apim-openai-heqdx.azure-api.net
apim-openai-heqdx.configuration.azure-api.net
apim-openai-heqdx.data.azure-api.net
apim-openai-heqdx.developer.azure-api.net
apim-openai-heqdx.management.azure-api.net
apim-openai-heqdx.portal-editor.azure-api.net
apim-openai-heqdx.portal.azure-api.net
apim-openai-heqdx.scm.azure-api.net
apim-openai-heqdx.unique.azure-api.net
apim-openai-heqdx.unique.configuration.azure-api.net
apim-openai-heqdx.unique.data.azure-api.net
apim-openai-heqdx.unique.developer.azure-api.net
apim-openai-heqdx.unique.management.azure-api.net
apim-openai-heqdx.unique.portal.azure-api.net
apim-openai-heqdx.unique.scm.azure-api.net
apim-openai-icmho7dfwbdii-japaneast-01.regional.azure-api.net
apim-openai-icmho7dfwbdii-japaneast-01.unique.regional.azure-api.net
apim-openai-icmho7dfwbdii.azure-api.net
apim-openai-icmho7dfwbdii.configuration.azure-api.net
apim-openai-icmho7dfwbdii.data.azure-api.net
apim-openai-icmho7dfwbdii.developer.azure-api.net
apim-openai-icmho7dfwbdii.management.azure-api.net
apim-openai-icmho7dfwbdii.portal-editor.azure-api.net
apim-openai-icmho7dfwbdii.portal.azure-api.net
apim-openai-icmho7dfwbdii.scm.azure-api.net
apim-openai-icmho7dfwbdii.unique.azure-api.net
apim-openai-icmho7dfwbdii.unique.configuration.azure-api.net
apim-openai-icmho7dfwbdii.unique.data.azure-api.net
apim-openai-icmho7dfwbdii.unique.developer.azure-api.net
apim-openai-icmho7dfwbdii.unique.management.azure-api.net
apim-openai-icmho7dfwbdii.unique.portal.azure-api.net
apim-openai-icmho7dfwbdii.unique.scm.azure-api.net
apim-openai-idbvnxmjsytla-japaneast-01.regional.azure-api.net
apim-openai-idbvnxmjsytla-japaneast-01.unique.regional.azure-api.net
apim-openai-idbvnxmjsytla.azure-api.net
apim-openai-idbvnxmjsytla.configuration.azure-api.net
apim-openai-idbvnxmjsytla.data.azure-api.net
apim-openai-idbvnxmjsytla.developer.azure-api.net
