apimgmt-innoday-openai.scm.azure-api.net
apimgmtazureopenai.unique.configuration.azure-api.net
apimgmtazureopenai.unique.data.azure-api.net
apimgmtazureopenai.unique.developer.azure-api.net
apimgmtazureopenai.unique.management.azure-api.net
apimgmtazureopenai.unique.portal.azure-api.net
apimgmtazureopenai.unique.scm.azure-api.net
apimgmtchatgptdev-southeastasia-01.regional.azure-api.net
apimgmtchatgptdev-southeastasia-01.unique.regional.azure-api.net
apimgmtchatgptdev.azure-api.net
apimgmtchatgptdev.configuration.azure-api.net
apimgmtchatgptdev.data.azure-api.net
apimgmtchatgptdev.developer.azure-api.net
apimgmtchatgptdev.management.azure-api.net
apimgmtchatgptdev.portal-editor.azure-api.net
apimgmtchatgptdev.portal.azure-api.net
apimgmtchatgptdev.scm.azure-api.net
apimgmtchatgptdev.unique.azure-api.net
apimgmtchatgptdev.unique.configuration.azure-api.net
apimgmtchatgptdev.unique.data.azure-api.net
apimgmtchatgptdev.unique.developer.azure-api.net
apimgmtchatgptdev.unique.management.azure-api.net
apimgmtchatgptdev.unique.portal.azure-api.net
apimgmtchatgptdev.unique.scm.azure-api.net
apimgmtchatgptprod-southeastasia-01.regional.azure-api.net
apimgmtchatgptprod-southeastasia-01.unique.regional.azure-api.net
apimgmtchatgptprod.azure-api.net
apimgmtchatgptprod.configuration.azure-api.net
apimgmtchatgptprod.data.azure-api.net
apimgmtchatgptprod.developer.azure-api.net
apimgmtchatgptprod.management.azure-api.net
apimgmtchatgptprod.portal-editor.azure-api.net
apimgmtchatgptprod.portal.azure-api.net
apimgmtchatgptprod.scm.azure-api.net
apimgmtchatgptprod.unique.azure-api.net
apimgmtchatgptprod.unique.configuration.azure-api.net
apimgmtchatgptprod.unique.data.azure-api.net
apimgmtchatgptprod.unique.developer.azure-api.net
apimgmtchatgptprod.unique.management.azure-api.net
apimgmtchatgptprod.unique.portal.azure-api.net
apimgmtchatgptprod.unique.scm.azure-api.net
apimgmtchatgptuat-southeastasia-01.regional.azure-api.net
apimgmtchatgptuat-southeastasia-01.unique.regional.azure-api.net
apimgmtchatgptuat.azure-api.net
apimgmtchatgptuat.configuration.azure-api.net
apimgmtchatgptuat.data.azure-api.net
apimgmtchatgptuat.developer.azure-api.net
apimgmtchatgptuat.management.azure-api.net
apimgmtchatgptuat.portal-editor.azure-api.net
apimgmtchatgptuat.portal.azure-api.net
apimgmtchatgptuat.scm.azure-api.net
apimgmtchatgptuat.unique.azure-api.net
apimgmtchatgptuat.unique.configuration.azure-api.net
apimgmtchatgptuat.unique.data.azure-api.net
apimgmtchatgptuat.unique.developer.azure-api.net
apimgmtchatgptuat.unique.management.azure-api.net
apimgmtchatgptuat.unique.portal.azure-api.net
apimgmtchatgptuat.unique.scm.azure-api.net
apimgt-poc-openai-westeurope-01.regional.azure-api.net
apimgt-poc-openai-westeurope-01.unique.regional.azure-api.net
apimgt-poc-openai.azure-api.net
apimgt-poc-openai.configuration.azure-api.net
apimgt-poc-openai.data.azure-api.net
apimgt-poc-openai.developer.azure-api.net
apimgt-poc-openai.management.azure-api.net
apimgt-poc-openai.portal-editor.azure-api.net
apimgt-poc-openai.portal.azure-api.net
apimgt-poc-openai.scm.azure-api.net
apimgt-poc-openai.unique.azure-api.net
apimgt-poc-openai.unique.configuration.azure-api.net
apimgt-poc-openai.unique.data.azure-api.net
apimgt-poc-openai.unique.developer.azure-api.net
apimgt-poc-openai.unique.management.azure-api.net
apimgt-poc-openai.unique.portal.azure-api.net
apimgt-poc-openai.unique.scm.azure-api.net
apimgtopenaidemo-eastus-01.regional.azure-api.net
apimgtopenaidemo-eastus-01.unique.regional.azure-api.net
apimgtopenaidemo.azure-api.net
apimgtopenaidemo.configuration.azure-api.net
apimgtopenaidemo.data.azure-api.net
apimgtopenaidemo.developer.azure-api.net
apimgtopenaidemo.management.azure-api.net
apimgtopenaidemo.portal-editor.azure-api.net
apimgtopenaidemo.portal.azure-api.net
apimgtopenaidemo.scm.azure-api.net
apimgtopenaidemo.unique.azure-api.net
apimgtopenaidemo.unique.configuration.azure-api.net
apimgtopenaidemo.unique.data.azure-api.net
apimgtopenaidemo.unique.developer.azure-api.net
apimgtopenaidemo.unique.management.azure-api.net
apimgtopenaidemo.unique.portal.azure-api.net
apimgtopenaidemo.unique.scm.azure-api.net
apimngopenai-germanywestcentral-01.regional.azure-api.net
apimngopenai-germanywestcentral-01.unique.regional.azure-api.net
apimngopenai.azure-api.net
apimngopenai.configuration.azure-api.net
apimngopenai.data.azure-api.net
apimngopenai.developer.azure-api.net
apimngopenai.management.azure-api.net
apimngopenai.portal-editor.azure-api.net
apimngopenai.portal.azure-api.net
apimngopenai.scm.azure-api.net
apimngopenai.unique.azure-api.net
apimngopenai.unique.configuration.azure-api.net
apimngopenai.unique.data.azure-api.net
apimngopenai.unique.developer.azure-api.net
apimngopenai.unique.management.azure-api.net
apimngopenai.unique.portal.azure-api.net
apimngopenai.unique.scm.azure-api.net
apimopenai-eastus-01.regional.azure-api.net
apimopenai-eastus-01.unique.regional.azure-api.net
apimopenai.azure-api.net
apimopenai.configuration.azure-api.net
apimopenai.data.azure-api.net
apimopenai.developer.azure-api.net
apimopenai.management.azure-api.net
apimopenai.portal-editor.azure-api.net
apimopenai.portal.azure-api.net
apimopenai.scm.azure-api.net
apimopenai.unique.azure-api.net
apimopenai.unique.configuration.azure-api.net
apimopenai.unique.data.azure-api.net
apimopenai.unique.developer.azure-api.net
apimopenai.unique.management.azure-api.net
apimopenai.unique.portal.azure-api.net
apimopenai.unique.scm.azure-api.net
apimopenai001-eastus2-01.regional.azure-api.net
apimopenai001-eastus2-01.unique.regional.azure-api.net
apimopenai001.azure-api.net
apimopenai001.configuration.azure-api.net
apimopenai001.data.azure-api.net
apimopenai001.developer.azure-api.net
apimopenai001.management.azure-api.net
apimopenai001.portal-editor.azure-api.net
apimopenai001.portal.azure-api.net
apimopenai001.scm.azure-api.net
apimopenai001.unique.azure-api.net
apimopenai001.unique.configuration.azure-api.net
apimopenai001.unique.data.azure-api.net
apimopenai001.unique.developer.azure-api.net
apimopenai001.unique.management.azure-api.net
apimopenai001.unique.portal.azure-api.net
apimopenai001.unique.scm.azure-api.net
apimopenai01-eastus-01.regional.azure-api.net
apimopenai01-eastus-01.unique.regional.azure-api.net
apimopenai01.azure-api.net
apimopenai01.configuration.azure-api.net
apimopenai01.data.azure-api.net
apimopenai01.developer.azure-api.net
apimopenai01.management.azure-api.net
apimopenai01.portal-editor.azure-api.net
apimopenai01.portal.azure-api.net
apimopenai01.scm.azure-api.net
apimopenai01.unique.azure-api.net
apimopenai01.unique.configuration.azure-api.net
apimopenai01.unique.data.azure-api.net
apimopenai01.unique.developer.azure-api.net
apimopenai01.unique.management.azure-api.net
apimopenai01.unique.portal.azure-api.net
apimopenai01.unique.scm.azure-api.net
apimopenai11-eastus-01.regional.azure-api.net
apimopenai11-eastus-01.unique.regional.azure-api.net
apimopenai11.azure-api.net
apimopenai11.configuration.azure-api.net
apimopenai11.data.azure-api.net
apimopenai11.developer.azure-api.net
apimopenai11.management.azure-api.net
apimopenai11.portal-editor.azure-api.net
apimopenai11.portal.azure-api.net
apimopenai11.scm.azure-api.net
apimopenai11.unique.azure-api.net
apimopenai11.unique.configuration.azure-api.net
apimopenai11.unique.data.azure-api.net
apimopenai11.unique.developer.azure-api.net
apimopenai11.unique.management.azure-api.net
apimopenai11.unique.portal.azure-api.net
apimopenai11.unique.scm.azure-api.net
apimopenai7-eastus2-01.regional.azure-api.net
apimopenai7-eastus2-01.unique.regional.azure-api.net
apimopenai7.azure-api.net
apimopenai7.configuration.azure-api.net
apimopenai7.data.azure-api.net
apimopenai7.developer.azure-api.net
apimopenai7.management.azure-api.net
apimopenai7.portal-editor.azure-api.net
apimopenai7.portal.azure-api.net
apimopenai7.scm.azure-api.net
apimopenai7.unique.azure-api.net
apimopenai7.unique.configuration.azure-api.net
apimopenai7.unique.data.azure-api.net
apimopenai7.unique.developer.azure-api.net
apimopenai7.unique.management.azure-api.net
apimopenai7.unique.portal.azure-api.net
apimopenai7.unique.scm.azure-api.net
apimopenai77-eastus2-01.regional.azure-api.net
apimopenai77-eastus2-01.unique.regional.azure-api.net
apimopenai77.azure-api.net
apimopenai77.configuration.azure-api.net
apimopenai77.data.azure-api.net
apimopenai77.developer.azure-api.net
apimopenai77.management.azure-api.net
apimopenai77.portal-editor.azure-api.net
apimopenai77.portal.azure-api.net
apimopenai77.scm.azure-api.net
apimopenai77.unique.azure-api.net
apimopenai77.unique.configuration.azure-api.net
apimopenai77.unique.data.azure-api.net
apimopenai77.unique.developer.azure-api.net
apimopenai77.unique.management.azure-api.net
apimopenai77.unique.portal.azure-api.net
apimopenai77.unique.scm.azure-api.net
apimopenaiaccelerate-australiaeast-01.regional.azure-api.net
apimopenaiaccelerate-australiaeast-01.unique.regional.azure-api.net
apimopenaiaccelerate.azure-api.net
apimopenaiaccelerate.configuration.azure-api.net
apimopenaiaccelerate.data.azure-api.net
apimopenaiaccelerate.developer.azure-api.net
apimopenaiaccelerate.management.azure-api.net
apimopenaiaccelerate.portal-editor.azure-api.net
apimopenaiaccelerate.portal.azure-api.net
apimopenaiaccelerate.scm.azure-api.net
apimopenaiaccelerate.unique.azure-api.net
apimopenaiaccelerate.unique.configuration.azure-api.net
apimopenaiaccelerate.unique.data.azure-api.net
apimopenaiaccelerate.unique.developer.azure-api.net
apimopenaiaccelerate.unique.management.azure-api.net
apimopenaiaccelerate.unique.portal.azure-api.net
apimopenaiaccelerate.unique.scm.azure-api.net
apimopenaidemo-australiaeast-01.regional.azure-api.net
apimopenaidemo-australiaeast-01.unique.regional.azure-api.net
apimopenaidemo.azure-api.net
apimopenaidemo.configuration.azure-api.net
apimopenaidemo.data.azure-api.net
apimopenaidemo.developer.azure-api.net
apimopenaidemo.management.azure-api.net
apimopenaidemo.portal-editor.azure-api.net
apimopenaidemo.portal.azure-api.net
apimopenaidemo.scm.azure-api.net
apimopenaidemo.unique.azure-api.net
apimopenaidemo.unique.configuration.azure-api.net
apimopenaidemo.unique.data.azure-api.net
apimopenaidemo.unique.developer.azure-api.net
apimopenaidemo.unique.management.azure-api.net
apimopenaidemo.unique.portal.azure-api.net
apimopenaidemo.unique.scm.azure-api.net
apimopenaidemosab-eastus-01.regional.azure-api.net
apimopenaidemosab-eastus-01.unique.regional.azure-api.net
apimopenaidemosab.azure-api.net
apimopenaidemosab.configuration.azure-api.net
apimopenaidemosab.data.azure-api.net
apimopenaidemosab.developer.azure-api.net
apimopenaidemosab.management.azure-api.net
apimopenaidemosab.portal-editor.azure-api.net
apimopenaidemosab.portal.azure-api.net
apimopenaidemosab.scm.azure-api.net
apimopenaidemosab.unique.azure-api.net
apimopenaidemosab.unique.configuration.azure-api.net
apimopenaidemosab.unique.data.azure-api.net
apimopenaidemosab.unique.developer.azure-api.net
apimopenaidemosab.unique.management.azure-api.net
apimopenaidemosab.unique.portal.azure-api.net
apimopenaidemosab.unique.scm.azure-api.net
apimopenaifmg-eastus-01.regional.azure-api.net
apimopenaifmg-eastus-01.unique.regional.azure-api.net
apimopenaifmg.azure-api.net
apimopenaifmg.configuration.azure-api.net
apimopenaifmg.data.azure-api.net
apimopenaifmg.developer.azure-api.net
apimopenaifmg.management.azure-api.net
apimopenaifmg.portal-editor.azure-api.net
apimopenaifmg.portal.azure-api.net
apimopenaifmg.scm.azure-api.net
apimopenaifmg.unique.azure-api.net
apimopenaifmg.unique.configuration.azure-api.net
apimopenaifmg.unique.data.azure-api.net
apimopenaifmg.unique.developer.azure-api.net
apimopenaifmg.unique.management.azure-api.net
apimopenaifmg.unique.portal.azure-api.net
apimopenaifmg.unique.scm.azure-api.net
apimopenaijamg-eastus-01.regional.azure-api.net
apimopenaijamg-eastus-01.unique.regional.azure-api.net
apimopenaijamg.azure-api.net
apimopenaijamg.configuration.azure-api.net
apimopenaijamg.data.azure-api.net
apimopenaijamg.developer.azure-api.net
apimopenaijamg.management.azure-api.net
apimopenaijamg.portal-editor.azure-api.net
apimopenaijamg.portal.azure-api.net
apimopenaijamg.scm.azure-api.net
apimopenaijamg.unique.azure-api.net
apimopenaijamg.unique.configuration.azure-api.net
apimopenaijamg.unique.data.azure-api.net
apimopenaijamg.unique.developer.azure-api.net
apimopenaijamg.unique.management.azure-api.net
apimopenaijamg.unique.portal.azure-api.net
apimopenaijamg.unique.scm.azure-api.net
apimopenaijrubiosainz-westeurope-01.regional.azure-api.net
apimopenaijrubiosainz-westeurope-01.unique.regional.azure-api.net
apimopenaijrubiosainz.azure-api.net
apimopenaijrubiosainz.configuration.azure-api.net
apimopenaijrubiosainz.data.azure-api.net
apimopenaijrubiosainz.developer.azure-api.net
apimopenaijrubiosainz.management.azure-api.net
apimopenaijrubiosainz.portal-editor.azure-api.net
apimopenaijrubiosainz.portal.azure-api.net
apimopenaijrubiosainz.scm.azure-api.net
apimopenaijrubiosainz.unique.azure-api.net
apimopenaijrubiosainz.unique.configuration.azure-api.net
apimopenaijrubiosainz.unique.data.azure-api.net
apimopenaijrubiosainz.unique.developer.azure-api.net
apimopenaijrubiosainz.unique.management.azure-api.net
apimopenaijrubiosainz.unique.portal.azure-api.net
apimopenaijrubiosainz.unique.scm.azure-api.net
apimopenailbdev-eastasia-01.regional.azure-api.net
apimopenailbdev-eastasia-01.unique.regional.azure-api.net
apimopenailbdev.azure-api.net
apimopenailbdev.configuration.azure-api.net
apimopenailbdev.data.azure-api.net
apimopenailbdev.developer.azure-api.net
apimopenailbdev.management.azure-api.net
apimopenailbdev.portal-editor.azure-api.net
apimopenailbdev.portal.azure-api.net
apimopenailbdev.scm.azure-api.net
apimopenailbdev.unique.azure-api.net
apimopenailbdev.unique.configuration.azure-api.net
apimopenailbdev.unique.data.azure-api.net
apimopenailbdev.unique.developer.azure-api.net
apimopenailbdev.unique.management.azure-api.net
apimopenailbdev.unique.portal.azure-api.net
apimopenailbdev.unique.scm.azure-api.net
apimopenailoadbalancingdev-eastasia-01.regional.azure-api.net
apimopenailoadbalancingdev-eastasia-01.unique.regional.azure-api.net
apimopenailoadbalancingdev.azure-api.net
apimopenailoadbalancingdev.configuration.azure-api.net
apimopenailoadbalancingdev.data.azure-api.net
apimopenailoadbalancingdev.developer.azure-api.net
apimopenailoadbalancingdev.management.azure-api.net
apimopenailoadbalancingdev.portal-editor.azure-api.net
apimopenailoadbalancingdev.portal.azure-api.net
apimopenailoadbalancingdev.scm.azure-api.net
apimopenailoadbalancingdev.unique.azure-api.net
apimopenailoadbalancingdev.unique.configuration.azure-api.net
apimopenailoadbalancingdev.unique.data.azure-api.net
apimopenailoadbalancingdev.unique.developer.azure-api.net
apimopenailoadbalancingdev.unique.management.azure-api.net
apimopenailoadbalancingdev.unique.portal.azure-api.net
apimopenailoadbalancingdev.unique.scm.azure-api.net
apimopenailog-eastus-01.regional.azure-api.net
apimopenailog-eastus-01.unique.regional.azure-api.net
apimopenailog.azure-api.net
apimopenailog.configuration.azure-api.net
apimopenailog.data.azure-api.net
apimopenailog.developer.azure-api.net
apimopenailog.management.azure-api.net
apimopenailog.portal-editor.azure-api.net
apimopenailog.portal.azure-api.net
apimopenailog.scm.azure-api.net
apimopenailog.unique.azure-api.net
apimopenailog.unique.configuration.azure-api.net
apimopenailog.unique.data.azure-api.net
apimopenailog.unique.developer.azure-api.net
apimopenailog.unique.management.azure-api.net
apimopenailog.unique.portal.azure-api.net
apimopenailog.unique.scm.azure-api.net
apimopenaimmt-centralindia-01.regional.azure-api.net
apimopenaimmt-centralindia-01.unique.regional.azure-api.net
apimopenaimmt.azure-api.net
apimopenaimmt.configuration.azure-api.net
apimopenaimmt.data.azure-api.net
apimopenaimmt.developer.azure-api.net
apimopenaimmt.management.azure-api.net
apimopenaimmt.portal-editor.azure-api.net
apimopenaimmt.portal.azure-api.net
apimopenaimmt.scm.azure-api.net
apimopenaimmt.unique.azure-api.net
apimopenaimmt.unique.configuration.azure-api.net
apimopenaimmt.unique.data.azure-api.net
apimopenaimmt.unique.developer.azure-api.net
apimopenaimmt.unique.management.azure-api.net
apimopenaimmt.unique.portal.azure-api.net
apimopenaimmt.unique.scm.azure-api.net
apimopenaipoc-westeurope-01.regional.azure-api.net
apimopenaipoc-westeurope-01.unique.regional.azure-api.net
apimopenaipoc.azure-api.net
apimopenaipoc.configuration.azure-api.net
apimopenaipoc.data.azure-api.net
apimopenaipoc.developer.azure-api.net
apimopenaipoc.management.azure-api.net
apimopenaipoc.portal-editor.azure-api.net
apimopenaipoc.portal.azure-api.net
apimopenaipoc.scm.azure-api.net
apimopenaipoc.unique.azure-api.net
apimopenaipoc.unique.configuration.azure-api.net
apimopenaipoc.unique.data.azure-api.net
apimopenaipoc.unique.developer.azure-api.net
apimopenaipoc.unique.management.azure-api.net
apimopenaipoc.unique.portal.azure-api.net
apimopenaipoc.unique.scm.azure-api.net
apimopenaipoc1-westus3-01.regional.azure-api.net
apimopenaipoc1-westus3-01.unique.regional.azure-api.net
apimopenaipoc1.azure-api.net
apimopenaipoc1.configuration.azure-api.net
apimopenaipoc1.data.azure-api.net
apimopenaipoc1.developer.azure-api.net
apimopenaipoc1.management.azure-api.net
apimopenaipoc1.portal-editor.azure-api.net
apimopenaipoc1.portal.azure-api.net
apimopenaipoc1.scm.azure-api.net
apimopenaipoc1.unique.azure-api.net
apimopenaipoc1.unique.configuration.azure-api.net
apimopenaipoc1.unique.data.azure-api.net
apimopenaipoc1.unique.developer.azure-api.net
apimopenaipoc1.unique.management.azure-api.net
apimopenaipoc1.unique.portal.azure-api.net
apimopenaipoc1.unique.scm.azure-api.net
apimopenaipoclab-southcentralus-01.regional.azure-api.net
apimopenaipoclab-southcentralus-01.unique.regional.azure-api.net
apimopenaipoclab.azure-api.net
apimopenaipoclab.configuration.azure-api.net
apimopenaipoclab.data.azure-api.net
apimopenaipoclab.developer.azure-api.net
apimopenaipoclab.management.azure-api.net
apimopenaipoclab.portal-editor.azure-api.net
apimopenaipoclab.portal.azure-api.net
apimopenaipoclab.scm.azure-api.net
apimopenaipoclab.unique.azure-api.net
apimopenaipoclab.unique.configuration.azure-api.net
apimopenaipoclab.unique.data.azure-api.net
apimopenaipoclab.unique.developer.azure-api.net
apimopenaipoclab.unique.management.azure-api.net
apimopenaipoclab.unique.portal.azure-api.net
apimopenaipoclab.unique.scm.azure-api.net
apimopenaisandboxems-eastus-01.regional.azure-api.net
apimopenaisandboxems-eastus-01.unique.regional.azure-api.net
apimopenaisandboxems.azure-api.net
apimopenaisandboxems.configuration.azure-api.net
apimopenaisandboxems.data.azure-api.net
apimopenaisandboxems.developer.azure-api.net
apimopenaisandboxems.management.azure-api.net
apimopenaisandboxems.portal-editor.azure-api.net
apimopenaisandboxems.portal.azure-api.net
apimopenaisandboxems.scm.azure-api.net
apimopenaisandboxems.unique.azure-api.net
apimopenaisandboxems.unique.configuration.azure-api.net
apimopenaisandboxems.unique.data.azure-api.net
apimopenaisandboxems.unique.developer.azure-api.net
apimopenaisandboxems.unique.management.azure-api.net
apimopenaisandboxems.unique.portal.azure-api.net
apimopenaisandboxems.unique.scm.azure-api.net
apimopenaiyog-australiasoutheast-01.regional.azure-api.net
apimopenaiyog-australiasoutheast-01.unique.regional.azure-api.net
apimopenaiyog.azure-api.net
apimopenaiyog.configuration.azure-api.net
apimopenaiyog.data.azure-api.net
apimopenaiyog.developer.azure-api.net
apimopenaiyog.management.azure-api.net
apimopenaiyog.portal-editor.azure-api.net
apimopenaiyog.portal.azure-api.net
apimopenaiyog.scm.azure-api.net
apimopenaiyog.unique.azure-api.net
apimopenaiyog.unique.configuration.azure-api.net
apimopenaiyog.unique.data.azure-api.net
apimopenaiyog.unique.developer.azure-api.net
apimopenaiyog.unique.management.azure-api.net
apimopenaiyog.unique.portal.azure-api.net
apimopenaiyog.unique.scm.azure-api.net
apimsandboxopenai-westeurope-01.regional.azure-api.net
apimsandboxopenai-westeurope-01.unique.regional.azure-api.net
apimsandboxopenai.azure-api.net
apimsandboxopenai.configuration.azure-api.net
apimsandboxopenai.data.azure-api.net
apimsandboxopenai.developer.azure-api.net
apimsandboxopenai.management.azure-api.net
apimsandboxopenai.portal-editor.azure-api.net
apimsandboxopenai.portal.azure-api.net
apimsandboxopenai.scm.azure-api.net
apimsandboxopenai.unique.azure-api.net
apimsandboxopenai.unique.configuration.azure-api.net
apimsandboxopenai.unique.data.azure-api.net
apimsandboxopenai.unique.developer.azure-api.net
apimsandboxopenai.unique.management.azure-api.net
apimsandboxopenai.unique.portal.azure-api.net
apimsandboxopenai.unique.scm.azure-api.net
apimtest-openai-swedencentral-01.regional.azure-api.net
apimtest-openai-swedencentral-01.unique.regional.azure-api.net
apimtest-openai.azure-api.net
apimtest-openai.configuration.azure-api.net
apimtest-openai.data.azure-api.net
apimtest-openai.developer.azure-api.net
